review_id,stars,text,Food Quality,Customer Service,Place,Menu_and_Pricing,Drinks,Time
2T0IIDBzKOt0q6zyL9CbaA,5,Phenomenal food and service! Hands down my favorite high end restaurant in Tampa!! The best steak you will ever have and the lobster Mac and cheese is amazing! Love this place,1.0,1.0,1.0,1.0,0.0,0.0
gd7AA3m2HJN7942mQYoAoQ,4,"Visited for a friend's birthday and really enjoyed our experience and meal. The atmosphere is great and the food was excellent. I ordered the trout and it was fabulous. The Brussels sprouts were so tasty and the celery root purée added a creaminess to the dish. The fish was prepared perfectly and it was a nice sized portion. My friends loved their food too and that is a pretty rare occurance! I left feeling satisfied and full. The only negative is the parking situation- they have a tiny lot and very little street parking, so I had to park a few blocks away which wouldn't be ideal in bad weather. Aside from that, it was excellent. I'll definitely be back.",1.0,1.0,1.0,1.0,0.0,-1.0
Y3VKpp1Ay-eZuG_5d_Vwqw,5,"BRING ON THE BBQ. 

Come here and you'll find that magic combo of loving both the menu AND the staff. Gomez BBQ is a great example of passion turned concept. They switch up their menu from time-to-time and are always experimenting and interacting with customers.

I've tried: the Tasso ham and cheese, specially-seasoned chips (seriously you need to get these as your side), and the root beer float with smoked vanilla ice cream. YEAH YOU READ THAT RIGHT. Every Wednesday this summer. Tell your friends. 

What makes them different? They use all locally-sourced products. They even use their City Market neighbor Circle City Sweets for bread. And they slow-smoke. As in, it takes about twenty hours to do. #Patience

Next on my list to try: the avocado toast with pork belly and Morroccan mint tea. Yes, please.",1.0,1.0,1.0,1.0,1.0,0.0
IdWeXPBzsOL8267XrVFZzg,2,"I guess I just don't get everyone's obsession with In-N-Out.  If I'm going to eat a burger, I want a good one.  A really good one.  I haven't had anything yet at In-N-Out that resembles a good burger.  Perhaps they are catering to people who want cheap food.  I'm just not that person.

Sorry folks, I may be in the minority, but I'd rather go to Granite Street Eatery and get a real burger.  The wait is probably about the same.",-1.0,0.0,1.0,-1.0,0.0,0.0
1psb1hoR7X5BeNTZeKc2XQ,5,"Fast, accurate, and friendly - I had a 15 minute ""layover"" on the Keystone line at Philadelphia's 30th St station.  Ran upstairs, asked if they could do a quick order - the cashier said ""yessir"" and they went to work.  Had my order in about 8 minutes - and it was right on!    Many thanks to the team there!!",1.0,1.0,1.0,1.0,0.0,1.0
RMC5YHuAQcS97bxrFK-0PQ,1,although the atmosphere can be fungristle on a bun   tourist trap  have yet to find a philly native regular here,0.0,0.0,-1.0,0.0,-1.0,0.0
rG8JEd1mxXJMkIRKtdPZxQ,5,"This food is amazing!! Fresh, authentic, and tasty- it will not disappoint you. We ordered the spring rolls with shrimp, fried chicken egg roll, beef pho, stir fried rice noodles with chicken and another chicken dish and all were really amazing and prices very reasonable . 
The ambiance of the restaurant is casual but comfortable. We will be back!",1.0,1.0,1.0,1.0,0.0,0.0
M0NzETNKhdp69fQzS0tSCQ,1,"I ordered a burger and fries were ice old , no condiments. I asked for new fries and the condiments I ordered, waiting some more. Mind you, this place isn't packed at all. THEN, my dad orders a water and there's a lemon stuck in his stray. The server, manager Christa & Scott were so cold and their story of the lemons being next to the straws was nonsensical! I could feel the sarcasm behind their ""apology"". There's many dining establishments at the French Quarter, don't go here.",-1.0,-1.0,-1.0,-1.0,0.0,-1.0
LzSULd5DmQ7wuuiGl1ObDQ,5,"Amazing food and didn't feel heavy after,
Will def come back ! 
Food came fast ,didn't wait long",1.0,0.0,1.0,0.0,0.0,1.0
MnBDXGCGwSPIe8MF_81DKw,5,"I'm a fan. The wait staff were incredibly friendly and helpful with lots of knowledge about the dishes. Plenty of outdoor seating with heating- a portion of folks with and without reservations (we decided spontaneously to eat here so it was great they could accommodate). Service was very fast despite being busy and prices were much more reasonable for the quality of food compared to surrounding restaurants. 
The highlights of our meal were definitely the  focaccia (a must order) with honey butter and bee pollen, the beets and cauliflower. 
I liked that the plates were filling but didnt feel heavy at all, and each plate had a unique flavor and texture to it. Would definitely recommend to other folks.",1.0,1.0,1.0,1.0,0.0,0.0
ihBPKGZaUWbwQCCtoL1XIg,5,This place was great! I got a salad to-go. The ingredients were all very fresh. The bowl was filling. The service was quick and the employees were very friendly.,1.0,1.0,1.0,0.0,0.0,0.0
djQPbKIm2SyFWLtk6khFRw,4,"Tasty sandwiches, lots of creative touches. Fries were ok. Service was fast and attentive.",1.0,1.0,0.0,0.0,0.0,1.0
3SCuFuqtRdwI3rOVmecUcA,4,"Two nights in a row, I enjoyed Yard House with a work group.  We were 16 the first night and 17 the next.  First off, the service was pretty good both nights.  The place was fairly active both nights & still they handled our large group well.  It is a lively engaging place with plenty of tvs with sports and good music.  I was never an MTV junkie but it was cool watching classic music videos.

Food was good.  Wings, Korean beef bbq, queso dip, spinach cheese dip, etc on the apps.  Wings were very good.  Both nights I had brussels & enjoyed them.

Good beer list as well as spirits.",1.0,1.0,1.0,1.0,1.0,0.0
tbh2ABUMIonTRK-SdylC6A,5,"I've eaten here on several occasions. 
Usually the food is just okay. 
Tonight, everything was amazing!
Here's what we ordered:
Salmon bowl: a hit!
Salmon burger: ""really good.""
Clam chowder: ""Amazing.""
Brussel Sprouts: ""Hmmm delicious.""
Sweet potato fries: a little overcooked, but yummy! 
THE BEST COCKTAILS EVER!
I had a few sips of the Blueberry Margarita.  I didn't want to end up on my butt, so I gave the rest to my son. He loved it.  I also ordered the Lavender Lemonade cocktail for my son. 
I'd definitely recommend,& will definitely order take out again.",0.0,1.0,0.0,1.0,1.0,0.0
Pkb-uKqPVS9x9W4gsNF27Q,5,I've been enjoying Isabella's for the past two years. They have fabulous flavors and quality ingredients. A true Tucson gem!,1.0,1.0,0.0,0.0,0.0,0.0
eby_jpLElMpDhR7ZUPvr0A,5,"Wow, so delicious. I went all out. First off, I got a mini donut milkshake, which was phenomenal. Like jamming a bag of fresh mini donuts from the fair and mixing it with vanilla icecream (you can pick your milkshake flavour but I decided on the standard and basic vanilla). It did not disappoint. I had it so fast. My friends and I then split the jalapeño poppers which comes with sweet chilli sauce. Also, very delicious and I wanted to eat them all. Then, I got the standard donut burger, which comes with a glazed donut, burger, cheese, and bacon. Oh gosh it was good, I ate it fast as well. I got the side of cheese bacon fries. The fries were fresh and delicious. No processed cheese, just melted regular cheese and fresh pieces of bacon. I mean, this was a bomb meal. The place was clean, the service was great, our water was always full, I have no complaints, this might be my new favourite restaurant!",1.0,1.0,1.0,1.0,1.0,0.0
EDqQRn-13bKGU5EiAVKA6g,1,"one star rates them to high
for the second year in a row my company held the annual holiday party at il fiore last year was great this year was not great the cold appetizer on the table was filled with rancid salami the family style warm appetizers were served like they were spooning slop in front of hogs no platters on the table and absolutely no finesse in presentation the pasta was terrible it was well over cooked and topped with bitter tomato sauce although the entree selection was extensive to a person each stated their meal was tasteless this is a byob location and we had plenty of wine when we asked the server not to open any more bottles of wine he smiled and opened more wine i asked him what language he spoke i got no answer he didnt respond to either english or italian the venue was too hot and the music too loud so we couldnt enjoy conversations with our colleagues  plus it wasnt even holiday music it was a half dozen italian songs on a loop i think i know all the words to nessun dorma pavarotti sang it at least 20 times over the course of the evening the staff was aloof and rude to our group this was the last time i will ever step foot in this restaurant",-1.0,-1.0,-1.0,-1.0,-1.0,0.0
yidE3erJevimDnp-RZfFLw,5,"I find myself sharing things from Sprig and Vine allllll the time because they are just so GORGEOUS. Food porn. I'm not a vegetarian or vegan, but I love dining there because they are so inventive, fresh and lovely. I don't miss meat at all.",1.0,1.0,1.0,1.0,0.0,0.0
SIHVClFbBaECnPwcEuSmAg,4,"Solid brunch fare. 

Got the eggs in toast. How do they do that magic? Chickens, laying eggs that appear in bread? OMG. Anyway, it was delicious. The only downside was it cooled fast and I like my eggs as hot as poss. 

The restaurant itself was cute and the bathrooms were clean. The service was excellent and the fresh squeezed orange juice didn't appear to be a lie. It was pulpy and good. Mmm. 

This would be a good place for a smallish group to come, there looked like enough seating for up to 6 or 8 at once. So bring everyone you know! Have delicious bread eggs!",1.0,1.0,1.0,0.0,1.0,0.0
jZDtq-ppLPdAR6JRG4uW6w,5,"I cannot tell you how excited I was that maple street was coming to town. We have eaten at the Southern chain for the last several years, even driving to Chattanooga when that was the closest location to get my favorite coffee. We had lunch here on a Sunday afternoon, and the place was busy but efficient. I ordered a special that wasn't on the regular menu called the barbecue blue. It was one of their signature biscuits stacked with barbecue and coleslaw. 

I also had ordered a salad, but the manager very kindly explained the spinach did not meet his standards for freshness and so he offered us some biscuits to take home as well as a gift card since they couldn't accommodate our order. Already a big fan of this company, I was so impressed by their response. We have had great service no matter which Maple Street we have visited whether it be in Florida or Tennessee. 

And the biscuits! Just come here and bypass all others. Sorry Loveless, Biscuit Love and evening Hollar and Dash,  our former favorite, this place is where it is at.",1.0,1.0,1.0,1.0,1.0,0.0
XQ_Zr1RG5-gwB2y53EkyYA,3,"At the end of my order it seemed like My cashier ""Emily"" Had a slight attitude I ordered a spicy chicken Sandwich with pepper jack cheese and my order came up to $8 and some change I told her that I had a coupon for the sandwich (minus the cheese added in the sandwich) and the coupon didn't scan correctly and she said that the coupon scanned correctly and told me that I told her that I wanted a spicy chicken-deluxe-sandwich and that the coupon did scan. I said ""no I only wanted a spicy chicken sandwich with pepper jack cheese and a small strawberry milkshake"" and I had a coupon for the sandwich and that it still shouldn't be $8 and some change. She said ""well what kind of sandwich is the coupon for?"" ..I said ""it's for a regular or spicy chicken sandwich""..she then asked a manager for the card and he scanned his card and took off the milkshake instead of sandwich..after that was corrected to him taking off the sandwich instead of the milkshake she seemed a little flustered...and didn't offer me a sauce for my chicken sandwich. The sandwich was served fast tho' and the person who served me my sandwich was polite and did get me the sauce that I wanted. 

I was disappointed that my spicy chicken sandwich did not have any pickles on it as I was anticipating and my milkshake did not have a cherry on top. The bathrooms and outside area was clean and i noticed as i ate my sandwich in my car that they did tackle down their long drive thru line very swiftly. I usually have a much better experience at this chick fil a. 

I",1.0,-1.0,1.0,0.0,0.0,1.0
VP1Jc-w-gWbIxcqMWtST5w,5,This is the best sushi in New Tampa. Some of the Japanese steakhouses have sushi but none compare to Bonsai.,1.0,0.0,1.0,0.0,0.0,0.0
y1iCl2yzGlH1wnmU7DPp_w,5,"Brand spankin' new restaurant, but I was definitely pleased with the quality of the food and service, especially given how recently they opened. Unfortunately they don't have halibut on the menu, so we tried the basa and the catch of the day (Snapper). You have the choice of classic (battered and deep fried) or pan-fried -- we went classic for both. The fish was nicely battered and fried well without being greasy. I particularly liked the snapper so I hope to see it as the catch of the day regularly. Tartar sauce was delicious. Fries were fresh cut and tasty. Also tried the Niçoise salad which was a delicious lighter option--the tuna was perfect with potatoes, eggs, and green beans. The banoffee pie was a small portion for $7, but very good. The only miss was the cheddar biscuit which came out a bit too dry and crumbled into small pieces when I cut it.
Overall, Grandin Fish n Chips is a welcome addition to the area. Based on my first visit I will surely be back as many other menu items sounded promising, and I think the quality of the experience will only improve further.",1.0,1.0,1.0,1.0,1.0,0.0
KWnTZpm_gTwfOprhxpSMvA,4,"Complicated review here. Just the two of us this go around. Philly was sweltering, much more humid than the west coast. We had reservations and were seated quickly. Place was empty, maybe 5 tables taken.

Upon our seating, our very nice server sold us on the 6 course Pre Fix. Neither of us had much of an idea of what to order or expect. We have had poor experiences with Indian Food in the past, however we wanted to try at a higher level of eatery before we closed the doors forever to eating this type of food. 

I think the quality of the ingredients, the staff, the portions, the ambiance was top notch.
The other person joining me loved the meal. But for a few exceptions, Please understand, I realize there is a difference between a quality meal which this was, and me just hating the tastes. I'll list the courses. And my ending of this challenging meal.

Started with some sort of cold soup. - to me it was ok. The other person said it tasted like vomit.
Fried Spinach Salad - Fantastic texture and taste! Simply marvelous, Both of us loved it.
Seared Scallops,- Over cooked by a hair, not seared properly. Very sweet Sauce inedible. The other person liked it. Here take mine.
Lolly POP of a Lamb Rib with a Small Chicken Breast. - To me inedible, tangy and very spicy. Chicken was in a spicy Coconut Chutney. The other person loved it, I hated it. The Naan Bread which came with it sucked.
Pork Shank with a roasted Potato. To me inedible. Other person enjoyed it.

Dessert was Fig Ice Cream Drizzled with Honey. I hated it, Inedible, Too sweet. The other person enjoyed it.

I think this type of food is not for everyone. I gave it an honest shot.Never again will I eat Indian Food I did not enjoy it from start to finish.  I didn't eat anything but for the one fantastic salad course.

I think evaluating the experience honestly is to say, if you like Indian Food, you probably will very much enjoy this place. However I won't be joining you. 
I rather eat my own throw up",1.0,1.0,1.0,-1.0,0.0,-1.0
1fA4duTnB1nuPllN7bM6Iw,3,"i would rather go to or order ahead at china cottage but its not bad for a quick bite, this place wont wow u but it is decent",0.0,1.0,0.0,0.0,-1.0,0.0
2-K4BhlOfJF4pBgY2wDw-Q,5,"I finally tried Arugula a few weeks ago after wanting to go there for the past couple years! I went with a friend during Farm to Fork restaurant week and we were very impressed. First of all, I showed up early and the hostess accommodated me and seated me right away. Arugula just might be one of THE most gourmet establishments in the area. Everything from the menu choices to the ingredients to the plating was exceptional. I had carrot risotto (unique and delicious) followed by an arugula salad and squid ink spaghetti alla chitarra. There were a lot of fresh Jersey vegetables on the menu because of farm to fork, so I appreciated the flavors of smoky grilled corn and fresh Jersey peaches. Our waitress was fantastic (and funny) and the maitre'd took excellent care of us. The dessert (specifically the chocolate mousse with hazelnut brittle) was amazing, and we were definitely hooked up with some homemade strawberry-cello and pineapple-cello as well. The portions were perfect for the courses, and I left feeling full (unusual because I usually eat a lot more). My friend got mussels (which I'm not a fan of), and the broth they came in was so good I wanted to drink it (I dipped my bread in it instead). The only improvement in my opinion would be a little more light - we went while it was still light out and it was just so dark in there. It's definitely romantic and there's a nice ambience, but I think because it's painted dark colors it could benefit from just a few pendant lights or something. Excellent - I will be back!",1.0,1.0,1.0,1.0,1.0,0.0
UMw3oN1sMahS5lGpUkkMyQ,4,"After a major fail at Buds Broiler. I made my way to Lee's. Consistency is the key word when it comes to Lee's. A soft bin and a thick Patty is all I needed today. The burger was juicy & simply perfect. The service is fast & its just something about the fresh chopped onions that can't do any wrong.
I highly recommend checking this spot out no frills but delicious & simple",1.0,1.0,1.0,0.0,0.0,0.0
VFA--6K_yMLLyWQvKP9a0A,5,Excellent food with incredible flavor.  Had the passion fruit pulled pork over a plantain...absolutely delicious.  So delicious I ate it two days in a row!,1.0,0.0,1.0,1.0,0.0,0.0
BRm-EOmQNw8hkIjxkN1Dtw,5,"So good! They have Kapuziner on tap which is *rare*. Bartenders are very friendly, a great neighborhood place that I can actually hear myself speak in. If you hate stupid loud bars and never being able to find a seat, you'll love this bar.",1.0,1.0,1.0,0.0,1.0,0.0
Bpmh9kkVVgJTca90HcrusA,4,"I've been here twice now and everything I had to eat was tasty, but they always seem to be out of something! The service is super friendly but definitely not fast. It's worth a stop.",1.0,1.0,1.0,-1.0,0.0,-1.0
0_yhedzyxAWfBTSLPLz99A,1,"Stepped in for a McGriddle (I know, I know, but it was later in the AM and hot breakfast options were scarce) and turned right back around because of the stomach-turning stench.  Either they need to do a much better job cleaning or do something about making sure that only customers are sitting in the lobby.",-1.0,-1.0,-1.0,0.0,0.0,-1.0
0U13uSnQDDjH4uq3efUTpA,4,"You will miss Stein & Vine if you don't look beyond the uber tinted glass. It's inconspicuously located in a strip mall but worth the stop. Inside is a rustic but modern decor and a good place to catch a game.  Their beer menu is pretty extensive and the burgers were even better!  This is a great non-chain bar option in Brandon, which seem to be few and far between.",0.0,1.0,1.0,1.0,0.0,0.0
zm4OYoNyV3uSMaD0CWNodA,5,"Great staff providing great service on the floor working as a team. The food is awesome and selections of beers great too. The staff however, make all the difference in the world.  Anytime we're close we stop. Katie D and Josephina and the rest were great this trip.",1.0,1.0,1.0,1.0,1.0,0.0
